 "subject" , "catalog" , "count" ,
 "FMPR" , "231" , "5" ,
 "FMPR" , "239" , "9" ,
 "FMPR" , "332" , "2" ,
 "FMPR" , "335" , "5" ,
 "FMPR" , "336" , "11" ,
 "FMPR" , "338" , "3" ,
 "FMPR" , "339" , "5" ,
 "FMPR" , "340" , "2" ,
 "FMPR" , "341" , "5" ,
 "FMPR" , "350" , "7" ,
 "FMPR" , "398" , "7" ,
 "FMPR" , "432" , "4" ,
 "FMPR" , "435" , "3" ,
 "FMPR" , "438" , "6" ,
 "FMPR" , "439" , "5" ,
 "FMPR" , "440" , "5" ,
 "FMPR" , "441" , "3" ,
 "FMPR" , "444" , "4" ,
 "FMPR" , "445" , "3" ,
 "FMPR" , "446" , "4" ,
 "FMPR" , "447" , "4" ,
 "FMPR" , "448" , "5" ,
 "FMPR" , "449" , "8" ,
 "FMPR" , "451" , "3" ,
 "FMPR" , "452" , "5" ,
 "FMPR" , "458" , "3" ,
 "FMPR" , "498" , "4" ,
 "FMPR" , "610" , "3" ,
 "FMPR" , "611" , "3" ,
 "FMPR" , "612" , "5" ,
 "FMPR" , "613" , "3" ,
 "FMPR" , "620" , "2" ,
 "FMPR" , "621" , "4" ,
 "FMPR" , "622" , "3" ,
 "FMPR" , "623" , "4" ,
 "FMPR" , "625" , "2" ,
 "FMPR" , "630" , "5" ,
 "FMPR" , "640" , "1" ,
 "FMPR" , "661" , "5" ,
 "FMPR" , "671" , "7" ,
 "FMPR" , "691" , "5" ,
 "FMST" , "200" , "7" ,
 "FMST" , "201" , "6" ,
 "FMST" , "202" , "5" ,
 "FMST" , "203" , "5" ,
 "FMST" , "204" , "6" ,
 "FMST" , "205" , "7" ,
 "FMST" , "213" , "6" ,
 "FMST" , "214" , "2" ,
 "FMST" , "215" , "1" ,
 "FMST" , "216" , "9" ,
 "FMST" , "217" , "6" ,
 "FMST" , "218" , "1" ,
 "FMST" , "220" , "1" ,
 "FMST" , "222" , "5" ,
 "FMST" , "223" , "7" ,
 "FMST" , "224" , "8" ,
 "FMST" , "311" , "3" ,
 "FMST" , "312" , "7" ,
 "FMST" , "313" , "7" ,
 "FMST" , "315" , "7" ,
 "FMST" , "316" , "8" ,
 "FMST" , "317" , "4" ,
 "FMST" , "318" , "7" ,
 "FMST" , "319" , "7" ,
 "FMST" , "320" , "6" ,
 "FMST" , "323" , "5" ,
 "FMST" , "326" , "8" ,
 "FMST" , "328" , "5" ,
 "FMST" , "329" , "4" ,
 "FMST" , "330" , "5" ,
 "FMST" , "331" , "11" ,
 "FMST" , "332" , "5" ,
 "FMST" , "335" , "5" ,
 "FMST" , "336" , "4" ,
 "FMST" , "337" , "4" ,
 "FMST" , "348" , "6" ,
 "FMST" , "350" , "7" ,
 "FMST" , "391" , "4" ,
 "FMST" , "392" , "7" ,
 "FMST" , "393" , "3" ,
 "FMST" , "398" , "6" ,
 "FMST" , "399" , "5" ,
 "FMST" , "409" , "4" ,
 "FMST" , "410" , "4" ,
 "FMST" , "411" , "12" ,
 "FMST" , "412" , "7" ,
 "FMST" , "414" , "6" ,
 "FMST" , "416" , "4" ,
 "FMST" , "418" , "6" ,
 "FMST" , "419" , "3" ,
 "FMST" , "420" , "2" ,
 "FMST" , "422" , "4" ,
 "FMST" , "423" , "5" ,
 "FMST" , "424" , "6" ,
 "FMST" , "426" , "5" ,
 "FMST" , "427" , "2" ,
 "FMST" , "428" , "6" ,
 "FMST" , "429" , "4" ,
 "FMST" , "448" , "4" ,
 "FMST" , "450" , "1" ,
 "FMST" , "498" , "4" ,
 "FMST" , "600" , "2" ,
 "FMST" , "605" , "1" ,
 "FMST" , "610" , "6" ,
 "FMST" , "615" , "11" ,
 "FMST" , "620" , "5" ,
 "FMST" , "625" , "9" ,
 "FMST" , "630" , "3" ,
 "FMST" , "635" , "4" ,
 "FMST" , "640" , "5" ,
 "FMST" , "645" , "3" ,
 "FMST" , "650" , "2" ,
 "FMST" , "655" , "3" ,
 "FMST" , "660" , "6" ,
 "FMST" , "665" , "4" ,
 "FMST" , "670" , "5" ,
 "FMST" , "675" , "11" ,
 "FMST" , "680" , "5" ,
 "FMST" , "680A" , "3" ,
 "FMST" , "680B" , "2" ,
 "FMST" , "685" , "9" ,
 "FMST" , "690" , "4" ,
 "FMST" , "690A" , "6" ,
 "FMST" , "800" , "5" ,
 "FMST" , "801" , "7" ,
 "FMST" , "802" , "5" ,
 "FMST" , "803" , "2" ,
 "FMST" , "804" , "4" ,
 "FMST" , "806" , "1" ,
 "FMST" , "807" , "8" ,
 "FMST" , "810" , "5" ,
 "FMST" , "815" , "8" ,
 "FMST" , "820" , "4" ,
 "FMST" , "825" , "3" ,
 "FMST" , "830" , "7" ,
 "FMST" , "835" , "1" ,
 "FMST" , "840" , "6" ,
 "FMST" , "845" , "3" ,
 "FMST" , "850" , "1" ,
 "FMST" , "855" , "1" ,
 "FMST" , "860" , "4" ,
 "FMST" , "865" , "4" ,
 "FMST" , "870" , "2" ,
 "FMST" , "880" , "2" ,
 "FMST" , "885" , "1" ,
 "FMST" , "886" , "7" ,
 "FMST" , "887" , "5" ,
 "FMST" , "888" , "2" ,
 "FMST" , "890" , "4" ,
 "FPST" , "201" , "6" ,
 "FPST" , "202" , "4" ,
 "FPST" , "203" , "8" ,
 "FPST" , "210" , "3" ,
 "FPST" , "211" , "3" ,
 "FPST" , "212" , "3" ,
 "FPST" , "297" , "6" ,
 "FPST" , "298" , "5" ,
 "FPST" , "301" , "2" ,
 "FPST" , "302" , "1" ,
 "FPST" , "303" , "5" ,
 "FPST" , "306" , "2" ,
 "FPST" , "310" , "9" ,
 "FPST" , "311" , "7" ,
 "FPST" , "312" , "2" ,
 "FPST" , "321" , "2" ,
 "FPST" , "323" , "3" ,
 "FPST" , "341" , "8" ,
 "FPST" , "397" , "5" ,
 "FPST" , "398" , "8" ,
 "FPST" , "401" , "3" ,
 "FPST" , "402" , "2" ,
 "FPST" , "490" , "5" ,
 "FPST" , "497" , "2" ,
 "FPST" , "498" , "4" ,
 "FRAA" , "400" , "5" ,
 "FRAA" , "401" , "3" ,
 "FRAA" , "403" , "2" ,
 "FRAA" , "404" , "3" ,
 "FRAA" , "405" , "4" ,
 "FRAA" , "410" , "6" ,
 "FRAA" , "412" , "4" ,
 "FRAA" , "413" , "5" ,
 "FRAA" , "415" , "3" ,
 "FRAA" , "416" , "2" ,
 "FRAA" , "419" , "8" ,
 "FRAA" , "422" , "3" ,
 "FRAA" , "423" , "8" ,
 "FRAA" , "429" , "3" ,
 "FRAA" , "430" , "4" ,
 "FRAA" , "432" , "8" ,
 "FRAA" , "491" , "4" ,
 "FRAA" , "492" , "3" ,
 "FRAA" , "498" , "3" ,
 "FRAA" , "500" , "7" ,
 "FRAA" , "501" , "2" ,
 "FRAA" , "502" , "7" ,
 "FRAA" , "510" , "6" ,
 "FRAA" , "512" , "7" ,
 "FRAA" , "522" , "4" ,
 "FRAA" , "523" , "6" ,
 "FRAA" , "530" , "4" ,
 "FRAA" , "532" , "7" ,
 "FRAA" , "592" , "5" ,
 "FRAA" , "598" , "3" ,
 "FRAA" , "623" , "6" ,
 "FRAN" , "211" , "6" ,
 "FRAN" , "212" , "3" ,
 "FRAN" , "213" , "6" ,
 "FRAN" , "214" , "6" ,
 "FRAN" , "215" , "12" ,
 "FRAN" , "219" , "3" ,
 "FRAN" , "221" , "10" ,
 "FRAN" , "299" , "4" ,
 "FRAN" , "301" , "10" ,
 "FRAN" , "302" , "5" ,
 "FRAN" , "303" , "7" ,
 "FRAN" , "304" , "3" ,
 "FRAN" , "305" , "3" ,
 "FRAN" , "306" , "10" ,
 "FRAN" , "315" , "1" ,
 "FRAN" , "318" , "4" ,
 "FRAN" , "319" , "2" ,
 "FRAN" , "320" , "5" ,
 "FRAN" , "321" , "6" ,
 "FRAN" , "398" , "1" ,
 "FRAN" , "399" , "2" ,
 "FRAN" , "498" , "3" ,
 "FRAN" , "499" , "6" ,
 "FRAN" , "598" , "5" ,
 "FTRA" , "201" , "5" ,
 "FTRA" , "202" , "8" ,
 "FTRA" , "203" , "2" ,
 "FTRA" , "204" , "3" ,
 "FTRA" , "207" , "8" ,
 "FTRA" , "208" , "3" ,
 "FTRA" , "298" , "3" ,
 "FTRA" , "301" , "3" ,
 "FTRA" , "304" , "5" ,
 "FTRA" , "305" , "7" ,
 "FTRA" , "306" , "9" ,
 "FTRA" , "310" , "3" ,
 "FTRA" , "398" , "9" ,
 "FTRA" , "403" , "10" ,
 "FTRA" , "404" , "4" ,
 "FTRA" , "405" , "4" ,
 "FTRA" , "406" , "10" ,
 "FTRA" , "408" , "3" ,
 "FTRA" , "409" , "2" ,
 "FTRA" , "410" , "4" ,
 "FTRA" , "411" , "3" ,
 "FTRA" , "412" , "2" ,
 "FTRA" , "414" , "5" ,
 "FTRA" , "416" , "5" ,
 "FTRA" , "418" , "2" ,
 "FTRA" , "420" , "4" ,
 "FTRA" , "421" , "6" ,
 "FTRA" , "422" , "1" ,
 "FTRA" , "423" , "2" ,
 "FTRA" , "424" , "8" ,
 "FTRA" , "425" , "6" ,
 "FTRA" , "438" , "8" ,
 "FTRA" , "455" , "6" ,
 "FTRA" , "458" , "3" ,
 "FTRA" , "492" , "4" ,
 "FTRA" , "498" , "5" ,
 "FTRA" , "499" , "3" ,
 "FTRA" , "500" , "3" ,
 "FTRA" , "501" , "4" ,
 "FTRA" , "504" , "4" ,
 "FTRA" , "513" , "4" ,
 "FTRA" , "514" , "9" ,
 "FTRA" , "515" , "3" ,
 "FTRA" , "516" , "7" ,
 "FTRA" , "517" , "4" ,
 "FTRA" , "519" , "4" ,
 "FTRA" , "520" , "1" ,
 "FTRA" , "521" , "7" ,
 "FTRA" , "522" , "3" ,
 "FTRA" , "526" , "5" ,
 "FTRA" , "527" , "7" ,
 "FTRA" , "528" , "3" ,
 "FTRA" , "529" , "3" ,
 "FTRA" , "530" , "6" ,
 "FTRA" , "531" , "3" ,
 "FTRA" , "532" , "3" ,
 "FTRA" , "533" , "4" ,
 "FTRA" , "536" , "6" ,
 "FTRA" , "538" , "6" ,
 "FTRA" , "539" , "3" ,
 "FTRA" , "540" , "5" ,
 "FTRA" , "542" , "3" ,
 "FTRA" , "543" , "5" ,
 "FTRA" , "544" , "5" ,
 "FTRA" , "545" , "7" ,
 "FTRA" , "547" , "7" ,
 "FTRA" , "548" , "12" ,
 "FTRA" , "551" , "5" ,
 "FTRA" , "552" , "3" ,
 "FTRA" , "553" , "4" ,
 "FTRA" , "555" , "2" ,
 "FTRA" , "558" , "6" ,
 "FTRA" , "568" , "6" ,
 "FTRA" , "598" , "2" ,
 "FTRA" , "600" , "2" ,
 "FTRA" , "601" , "6" ,
 "FTRA" , "602" , "2" ,
 "FTRA" , "603" , "2" ,
 "FTRA" , "610" , "4" ,
 "FTRA" , "611" , "2" ,
 "FTRA" , "612" , "4" ,
 "FTRA" , "613" , "3" ,
 "FTRA" , "614" , "2" ,
 "FTRA" , "615" , "5" ,
 "FTRA" , "617" , "3" ,
 "FTRA" , "619" , "3" ,
 "FTRA" , "620" , "7" ,
 "FTRA" , "622" , "3" ,
 "FTRA" , "623" , "6" ,
 "FTRA" , "624" , "2" ,
 "FTRA" , "625" , "4" ,
 "FTRA" , "626" , "5" ,
 "FTRA" , "627" , "4" ,
 "FTRA" , "628" , "3" ,
 "FTRA" , "629" , "4" ,
 "FTRA" , "630" , "8" ,
 "FTRA" , "631" , "7" ,
 "FTRA" , "632" , "3" ,
 "FTRA" , "633" , "7" ,
 "FTRA" , "634" , "4" ,
 "FTRA" , "635" , "4" ,
 "FTRA" , "636" , "11" ,
 "FTRA" , "638" , "6" ,
 "FTRA" , "642" , "2" ,
 "FTRA" , "646" , "6" ,
 "FTRA" , "647" , "4" ,
 "FTRA" , "648" , "6" ,
 "FTRA" , "652" , "5" ,
 "FTRA" , "655" , "7" ,
 "FTRA" , "658" , "7" ,
 "FTRA" , "668" , "8" ,
 "FTRA" , "680" , "5" ,
 "FTRA" , "681" , "4" ,
 "FTRA" , "682" , "7" ,
 "FTRA" , "683" , "11" ,
 "FTRA" , "684" , "7" ,
 "FTRA" , "686" , "5" ,
 "FTRA" , "690" , "1" ,
 "FTRA" , "692" , "6" ,
 "FTRA" , "698" , "7" ,
 "GCE" , "511" , "6" ,
 "GCE" , "512" , "3" ,
 "GCE" , "513" , "7" ,
 "GCE" , "514" , "3" ,
 "GCE" , "595" , "6" ,
 "GDBA" , "501" , "14" ,
 "GDBA" , "502" , "3" ,
 "GDBA" , "503" , "5" ,
 "GDBA" , "504" , "6" ,
 "GDBA" , "505" , "6" ,
 "GDBA" , "506" , "5" ,
 "GDBA" , "507" , "3" ,
 "GDBA" , "508" , "3" ,
 "GDBA" , "530" , "7" ,
 "GDBA" , "531" , "3" ,
 "GDBA" , "532" , "11" ,
 "GDBA" , "533" , "4" ,
 "GDBA" , "534" , "5" ,
 "GDBA" , "535" , "6" ,
 "GDBA" , "536" , "4" ,
 "GDBA" , "537" , "3" ,
 "GDBA" , "538" , "3" ,
 "GDBA" , "540" , "2" ,
 "GDBA" , "541" , "2" ,
 "GDBA" , "543" , "5" ,
 "GDBA" , "590" , "3" ,
 "GDBA" , "591" , "5" ,
 "GDBA" , "592" , "5" ,
 "GDBA" , "593" , "7" ,
 "GDBA" , "594" , "6" ,
 "GDBA" , "595" , "3" ,
 "GDBA" , "595E" , "6" ,
 "GDES" , "498" , "8" ,
 "GDES" , "499" , "5" ,
 "GDIA" , "584" , "5" ,
 "GDIA" , "684" , "4" ,
 "GEOG" , "200" , "7" ,
 "GEOG" , "203" , "5" ,
 "GEOG" , "204" , "6" ,
 "GEOG" , "209" , "9" ,
 "GEOG" , "210" , "15" ,
 "GEOG" , "220" , "14" ,
 "GEOG" , "260" , "6" ,
 "GEOG" , "264" , "9" ,
 "GEOG" , "272" , "3" ,
 "GEOG" , "274" , "7" ,
 "GEOG" , "290" , "5" ,
 "GEOG" , "298" , "1" ,
 "GEOG" , "299" , "6" ,
 "GEOG" , "300" , "2" ,
 "GEOG" , "305" , "10" ,
 "GEOG" , "310" , "5" ,
 "GEOG" , "315" , "5" ,
 "GEOG" , "318" , "9" ,
 "GEOG" , "321" , "4" ,
 "GEOG" , "323" , "3" ,
 "GEOG" , "330" , "3" ,
 "GEOG" , "333" , "3" ,
 "GEOG" , "342" , "3" ,
 "GEOG" , "355" , "2" ,
 "GEOG" , "361" , "4" ,
 "GEOG" , "362" , "6" ,
 "GEOG" , "363" , "17" ,
 "GEOG" , "371" , "4" ,
 "GEOG" , "372" , "9" ,
 "GEOG" , "374" , "10" ,
 "GEOG" , "375" , "12" ,
 "GEOG" , "377" , "18" ,
 "GEOG" , "378" , "6" ,
 "GEOG" , "380" , "4" ,
 "GEOG" , "398" , "10" ,
 "GEOG" , "398C" , "8" ,
 "GEOG" , "399" , "7" ,
 "GEOG" , "400" , "11" ,
 "GEOG" , "407" , "6" ,
 "GEOG" , "410" , "4" ,
 "GEOG" , "418" , "7" ,
 "GEOG" , "430" , "5" ,
 "GEOG" , "431" , "4" ,
 "GEOG" , "440" , "2" ,
 "GEOG" , "450" , "7" ,
 "GEOG" , "452" , "1" ,
 "GEOG" , "458" , "3" ,
 "GEOG" , "463" , "6" ,
 "GEOG" , "464" , "10" ,
 "GEOG" , "465" , "3" ,
 "GEOG" , "466" , "16" ,
 "GEOG" , "467" , "8" ,
 "GEOG" , "470" , "5" ,
 "GEOG" , "473" , "5" ,
 "GEOG" , "474" , "3" ,
 "GEOG" , "475" , "4" ,
 "GEOG" , "478" , "3" ,
 "GEOG" , "485" , "8" ,
 "GEOG" , "490" , "3" ,
 "GEOG" , "491" , "6" ,
 "GEOG" , "498" , "4" ,
 "GEOG" , "499" , "6" ,
 "GEOG" , "607" , "3" ,
 "GEOG" , "610" , "4" ,
 "GEOG" , "620" , "11" ,
 "GEOG" , "621" , "5" ,
 "GEOG" , "625" , "3" ,
 "GEOG" , "670" , "6" ,
 "GEOG" , "674" , "7" ,
 "GEOL" , "204" , "3" ,
 "GEOL" , "206" , "5" ,
 "GEOL" , "208" , "5" ,
 "GEOL" , "210" , "14" ,
 "GEOL" , "298" , "4" ,
 "GEOL" , "398" , "5" ,
 "GEOL" , "399" , "5" ,
 "GEOL" , "440" , "5" ,
 "GEOL" , "498" , "3" ,
 "GEOZ" , "210" , "15" ,
 "GEOZ" , "220" , "14" ,
 "GERM" , "200" , "7" ,
 "GERM" , "201" , "3" ,
 "GERM" , "202" , "2" ,
 "GERM" , "230" , "7" ,
 "GERM" , "231" , "4" ,
 "GERM" , "240" , "7" ,
 "GERM" , "241" , "5" ,
 "GERM" , "242" , "5" ,
 "GERM" , "270" , "13" ,
 "GERM" , "298" , "5" ,
 "GERM" , "299" , "7" ,
 "GERM" , "301" , "2" ,
 "GERM" , "305" , "7" ,
 "GERM" , "306" , "7" ,
 "GERM" , "308" , "1" ,
 "GERM" , "310" , "2" ,
 "GERM" , "311" , "1" ,
 "GERM" , "361" , "8" ,
 "GERM" , "362" , "4" ,
 "GERM" , "398" , "3" ,
 "GERM" , "399" , "5" ,
 "GERM" , "410" , "1" ,
 "GERM" , "420" , "3" ,
 "GERM" , "440" , "4" ,
 "GERM" , "450" , "9" ,
 "GERM" , "480" , "1" ,
 "GERM" , "481" , "3" ,
 "GERM" , "481C" , "7" ,
 "GERM" , "482" , "5" ,
 "GERM" , "482B" , "3" ,
 "GERM" , "498" , "7" ,
 "GERM" , "499" , "7" ,
 "GIIM" , "610" , "5" ,
 "GIIM" , "611" , "6" ,
 "GIIM" , "613" , "5" ,
 "GIIM" , "614" , "5" ,
 "GIIM" , "615" , "6" ,
 "GIIM" , "616" , "5" ,
 "GIIM" , "617" , "1" ,
 "GIIM" , "618" , "5" ,
 "GIIM" , "619" , "5" ,
 "GIIM" , "620" , "4" ,
 "GIIM" , "621" , "5" ,
 "GIIM" , "622" , "6" ,
 "GIIM" , "623" , "5" ,
 "GIIM" , "624" , "2" ,
 "GIIM" , "626" , "6" ,
 "GIIM" , "631" , "8" ,
 "GIIM" , "633" , "7" ,
 "GIIM" , "636" , "5" ,
 "GIIM" , "637" , "4" ,
 "GIIM" , "651" , "7" ,
 "GIIM" , "653" , "5" ,
 "GIIM" , "654" , "5" ,
 "GIIM" , "655" , "4" ,
 "GIIM" , "695" , "3" ,
 "GPCB" , "410" , "4" ,
 "GPCB" , "438" , "6" ,
 "GPCB" , "460" , "5" ,
 "GPCB" , "501" , "5" ,
 "GPCB" , "502" , "4" ,
 "GPCB" , "503" , "4" ,
 "GPCB" , "504" , "4" ,
 "GPCB" , "505" , "3" ,
 "GPCB" , "506" , "6" ,
 "GPCB" , "588" , "7" ,
 "GPCB" , "590" , "3" ,
 "GPCB" , "591" , "2" ,
 "GPCB" , "592" , "2" ,
 "GPCB" , "597" , "8" ,
 "GPCB" , "600" , "5" ,
 "GPCB" , "602" , "3" ,
 "GPCB" , "605" , "5" ,
 "GPCB" , "606" , "3" ,
 "GPCB" , "609" , "5" ,
 "GPCB" , "610" , "3" ,
 "GPCB" , "619" , "3" ,
 "GPCB" , "621" , "4" ,
 "GPCB" , "622" , "4" ,
 "GPCB" , "627" , "7" ,
 "GPCB" , "628" , "7" ,
 "GPCB" , "630" , "4" ,
 "GPCB" , "631" , "4" ,
 "GPCB" , "634" , "9" ,
 "GPCB" , "635" , "1" ,
 "GPCB" , "663" , "7" ,
 "GPCB" , "665" , "3" ,
 "GPCB" , "684" , "7" ,
 "GPCB" , "687" , "2" ,
 "GPCB" , "688" , "3" ,
 "GPCB" , "697" , "6" ,
 "GPCB" , "811" , "3" ,
 "GPCB" , "6001" , "3" ,
 "GPCB" , "6003" , "4" ,
 "GPDI" , "501" , "4" ,
 "GPDI" , "502" , "11" ,
 "GPDI" , "503" , "5" ,
 "GPDI" , "505" , "8" ,
 "GPDI" , "508" , "4" ,
 "GPDI" , "509" , "7" ,
 "GPDI" , "510" , "3" ,
 "GPDI" , "511" , "4" ,
 "GPDI" , "512" , "5" ,
 "GPDI" , "513" , "3" ,
 "GPDI" , "514" , "7" ,
 "GPDI" , "515" , "6" ,
 "GPDI" , "516" , "8" ,
 "GPDI" , "517" , "9" ,
 "GPDI" , "519" , "4" ,
 "GPDI" , "529" , "5" ,
 "GPDI" , "542" , "5" ,
 "GPDI" , "543" , "1" ,
 "GPDI" , "545" , "2" ,
 "GPDI" , "546" , "5" ,
 "GPDI" , "547" , "4" ,
 "GPDI" , "548" , "6" ,
 "GPDI" , "560" , "1" ,
 "GPDI" , "561" , "3" ,
 "GPLD" , "121" , "8" ,
 "GPLD" , "131" , "5" ,
 "GPLD" , "140" , "4" ,
 "GPLD" , "141" , "5" ,
 "GPLD" , "142" , "6" ,
 "GPLD" , "143" , "5" ,
 "GPLD" , "144" , "4" ,
 "GPLD" , "145" , "1" ,
 "GPLD" , "146" , "3" ,
 "GPLD" , "150" , "1" ,
 "GPLD" , "151" , "7" ,
 "GPLD" , "152" , "3" ,
 "GPLD" , "153" , "4" ,
 "GPLD" , "154" , "6" ,
 "GPLD" , "155" , "4" ,
 "GPLD" , "156" , "4" ,
 "GPLD" , "157" , "2" ,
 "GPLD" , "650" , "5" ,
 "GPLD" , "651" , "2" ,
 "GPLD" , "653" , "2" ,
 "GPLL" , "10" , "4" ,
 "GPLL" , "12" , "2" ,
 "GPLL" , "15" , "4" ,
 "GPLL" , "17" , "10" ,
 "GPLL" , "18" , "4" ,
 "GPLL" , "20" , "8" ,
 "GPLL" , "32" , "7" ,
 "GPLL" , "35" , "3" ,
 "GPLL" , "37" , "6" ,
 "GPLL" , "38" , "8" ,
 "GPLL" , "42" , "7" ,
 "GPLL" , "50" , "4" ,
 "GPLL" , "51" , "5" ,
 "GPLL" , "52" , "6" ,
 "GPLL" , "70" , "8" ,
 "GPLL" , "71" , "9" ,
 "GPLL" , "72" , "7" ,
 "GPLL" , "73" , "3" ,
 "GPLL" , "202" , "5" ,
 "GPLL" , "229" , "5" ,
 "GPLL" , "231" , "6" ,
 "GPLL" , "233" , "7" ,
 "GPLL" , "235" , "3" ,
 "GPLL" , "237" , "5" ,
 "GPLL" , "238" , "3" ,
 "GPLL" , "240" , "2" ,
 "GPLL" , "241" , "3" ,
 "GPLL" , "243" , "3" ,
 "GPLL" , "245" , "4" ,
 "GPLL" , "246" , "2" ,
 "GPLL" , "247" , "4" ,
 "GPLL" , "249" , "5" ,
 "GPLL" , "250" , "7" ,
 "GPLL" , "252" , "2" ,
 "GPLL" , "253" , "3" ,
 "GPLL" , "254" , "6" ,
 "GPLL" , "256" , "7" ,
 "GPLL" , "463" , "8" ,
 "GPLL" , "464" , "7" ,
 "GPLL" , "465" , "5" ,
 "GPLL" , "466" , "6" ,
 "GPLL" , "467" , "3" ,
 "GPLL" , "468" , "2" ,
 "GPLL" , "469" , "4" ,
 "GPLL" , "478" , "2" ,
 "GPLT" , "319" , "5" ,
 "GPLT" , "320" , "3" ,
 "GPLT" , "321" , "2" ,
 "GPLT" , "330" , "3" ,
 "GPLT" , "331" , "6" ,
 "GPLT" , "335" , "4" ,
 "GPLT" , "340" , "7" ,
 "GPLT" , "342" , "3" ,
 "GPPS" , "895" , "3" ,
 "GPRM" , "216" , "4" ,
 "GPRM" , "219" , "5" ,
 "GPRM" , "226" , "2" ,
 "GPRM" , "289" , "4" ,
 "GPRM" , "294" , "4" ,
 "GPSC" , "22" , "4" ,
 "GPSC" , "23" , "7" ,
 "GPSC" , "24" , "4" ,
 "GPSC" , "25" , "3" ,
 "GPSC" , "26" , "5" ,
 "GPSC" , "28" , "2" ,
 "GPSC" , "36" , "4" ,
 "GPSC" , "403" , "3" ,
 "GPSC" , "405" , "4" ,
 "GPSC" , "409" , "7" ,
 "GPSC" , "414" , "5" ,
 "GPSC" , "415" , "3" ,
 "GPSC" , "416" , "5" ,
 "GPSC" , "420" , "5" ,
 "GPSC" , "421" , "9" ,
 "GPSC" , "422" , "7" ,
 "GPSC" , "431" , "5" ,
 "GPSC" , "464" , "6" ,
 "GPSC" , "482" , "8" ,
 "GPSC" , "483" , "2" ,
 "GPSC" , "484" , "9" ,
 "GPSC" , "491" , "4" ,
 "GPSC" , "492" , "2" ,
 "GPSC" , "493" , "9" ,
 "GPTK" , "701" , "5" ,
 "GPTK" , "702" , "2" ,
 "GPTK" , "703" , "6" ,
 "GPTK" , "704" , "5" ,
 "GPTK" , "705" , "5" ,
 "GPTK" , "711" , "2" ,
 "GPTK" , "714" , "8" ,
 "GPTK" , "715" , "4" ,
 "GPTK" , "722" , "7" ,
 "GPTK" , "725" , "3" ,
 "GPTK" , "726" , "3" ,
 "GPTK" , "732" , "4" ,
 "GPTK" , "739" , "5" ,
 "GPTK" , "757" , "5" ,
 "GPTK" , "758" , "2" ,
 "GPTK" , "759" , "5" ,
 "GPTK" , "763" , "2" ,
 "GPTK" , "764" , "5" ,
 "GPTK" , "765" , "7" ,
 "GPTK" , "766" , "8" ,
 "GPTK" , "767" , "1" ,
 "GPTK" , "768" , "2" ,
 "GPTK" , "769" , "5" ,
 "GPTK" , "770" , "5" ,
 "GPTK" , "771" , "4" ,
 "GPTK" , "775" , "4" ,
 "GPTK" , "778" , "14" ,
 "GPTK" , "780" , "8" ,
 "GPTK" , "782" , "3" ,
 "GPTK" , "795" , "3" ,
 "GPTK" , "800" , "1" ,
 "GPTK" , "801" , "6" ,
 "GPTK" , "802" , "6" ,
 "GPWL" , "897" , "4" ,
 "GPWL" , "901" , "3" ,
 "GPWL" , "902" , "2" ,
 "GPWL" , "905" , "4" ,
 "GPWL" , "907" , "5" ,
 "GPWL" , "909" , "2" ,
 "GPWL" , "913" , "2" ,
 "GPWL" , "918" , "6" ,
 "GPWL" , "922" , "4" ,
 "GPWL" , "939" , "3" ,
 "GPWL" , "942" , "8" ,
 "GPWL" , "943" , "6" ,
 "GPWL" , "944" , "10" ,
 "GPWL" , "947" , "8" ,
 "GPWL" , "948" , "3" ,
 "GPWL" , "949" , "3" ,
 "GPWL" , "960" , "11" ,
 "GPWL" , "970" , "8" ,
 "GPWL" , "971" , "8" ,
 "GPWL" , "975" , "2" ,
 "GPWL" , "980" , "6" ,
 "GPWL" , "981" , "4" ,
 "HEAL" , "397" , "7" ,
 "HEAL" , "398" , "7" ,
 "HEAL" , "495" , "4" ,
 "HEAL" , "596" , "7" ,
 "HEBR" , "210" , "7" ,
 "HEBR" , "241" , "4" ,
 "HEBR" , "242" , "7" ,
 "HEBR" , "310" , "4" ,
 "HENV" , "605" , "4" ,
 "HENV" , "610" , "10" ,
 "HENV" , "615" , "5" ,
 "HENV" , "625" , "2" ,
 "HENV" , "640" , "11" ,
 "HENV" , "650" , "3" ,
 "HENV" , "655" , "6" ,
 "HENV" , "660" , "6" ,
 "HENV" , "665" , "5" ,
 "HENV" , "670" , "2" ,
 "HENV" , "675" , "6" ,
 "HENV" , "680" , "5" ,
 "HENV" , "685" , "4" ,
 "HENV" , "690" , "4" ,
 "HENV" , "695" , "5" ,
 "HENV" , "801" , "1" ,
 "HENV" , "802" , "5" ,
 "HENV" , "805" , "3" ,
 "HENV" , "810" , "1" ,
 "HENV" , "885" , "4" ,
 "HENV" , "895" , "8" ,
 "HEXS" , "801" , "5" ,
 "HEXS" , "810" , "6" ,
 "HEXS" , "811" , "6" ,
 "HEXS" , "820" , "2" ,
 "HIST" , "101" , "6" ,
 "HIST" , "201" , "28" ,
 "HIST" , "202" , "12" ,
 "HIST" , "203" , "21" ,
 "HIST" , "205" , "17" ,
 "HIST" , "206" , "20" ,
 "HIST" , "207" , "12" ,
 "HIST" , "208" , "9" ,
 "HIST" , "209" , "14" ,
 "HIST" , "210" , "23" ,
 "HIST" , "211" , "29" ,
 "HIST" , "212" , "3" ,
